YEAR,CONF,CONF ID,QUAD NO,QUAD ID,TEAM NO,TEAM ID,TEAM,SEED,ROUND,K TEMPO,K TEMPO RANK,KADJ T,KADJ T RANK,K OFF,KO RANK,KADJ O,KADJ O RANK,K DEF,KD RANK,KADJ D,KADJ D RANK,KADJ EM,KADJ EM RANK,BADJ EM,BADJ O,BADJ D,BARTHAG,GAMES,W,L,WIN%,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%,RAW T,2PT%,2PT%D,3PT%,3PT%D,BLK%,BLKED%,AST%,OP AST%,2PTR,3PTR,2PTRD,3PTRD,BADJ T,AVG HGT,EFF HGT,EXP,TALENT,FT%,OP FT%,PPPO,PPPD,ELITE SOS,WAB,BADJ EM RANK,BADJ O RANK,BADJ D RANK,BARTHAG RANK,EFG% RANK,EFGD% RANK,FTR RANK,FTRD RANK,TOV% RANK,TOV%D RANK,OREB% RANK,DREB% RANK,OP OREB% RANK,OP DREB% RANK,RAW T RANK,2PT% RANK,2PT%D RANK,3PT% RANK,3PT%D RANK,BLK% RANK,BLKED% RANK,AST% RANK,OP AST% RANK,2PTR RANK,3PTR RANK,2PTRD RANK,3PTRD RANK,BADJT RANK,AVG HGT RANK,EFF HGT RANK,EXP RANK,TALENT RANK,FT% RANK,OP FT% RANK,PPPO RANK,PPPD RANK,ELITE SOS RANK,RANK,PAKE,PASE,last10_adjoe,last10_adjde,last10_adjEM,last10_barthag,tourney_adjoe,tourney_adjde,tourney_adjEM,tourney_barthag
2023,SEC,28.0,60.0,4.0,1011.0,3.0,Alabama,1.0,16.0,72.826,12.0,72.7469,4.0,110.862,32.0,116.097,19.0,91.7957,5.0,88.5549,3.0,27.5425,3.0,27.1,115.4,88.3,0.956,34.0,29.0,5.0,85.29411765,52.7,41.5,36.7,32.8,19.0,15.9,33.8,72.5,27.5,66.2,72.8,54.6,41.2,33.8,28.1,11.3,11.4,54.8,41.8,52.2,47.8,69.4,30.6,73.5,78.117,82.068,1.13,66.119,72.6,71.4,1.106,0.922,33.7,10.2,2.0,17.0,5.0,2.0,70.0,1.0,50.0,225.0,243.0,312.0,31.0,139.0,139.0,31.0,11.0,29.0,1.0,187.0,3.0,67.0,339.0,77.0,16.0,357.0,8.0,347.0,18.0,4.0,44.0,10.0,353.0,19.0,146.0,163.0,33.0,6.0,10.0,,,,,,,,,,,
2023,P12,24.0,60.0,4.0,1010.0,8.0,Arizona,2.0,64.0,72.8989,10.0,72.3118,9.0,113.208,13.0,119.979,4.0,98.1517,68.0,97.1195,41.0,22.8595,10.0,24.3,119.7,95.4,0.932,34.0,28.0,6.0,82.35294118,56.8,47.2,36.5,26.0,18.4,16.9,31.1,73.8,26.2,68.9,72.9,56.6,45.9,38.2,32.8,8.3,9.3,65.3,49.4,62.0,38.0,61.3,38.7,73.2,78.469,82.474,1.986,73.326,70.9,71.4,1.134,0.981,29.572,7.6,7.0,3.0,41.0,7.0,3.0,39.0,56.0,41.0,210.0,255.0,98.0,81.0,81.0,98.0,10.0,10.0,28.0,14.0,101.0,199.0,233.0,4.0,146.0,208.0,158.0,133.0,234.0,7.0,24.0,5.0,184.0,8.0,218.0,163.0,12.0,66.0,35.0,,,,,,,,,,,
2023,P12,24.0,57.0,1.0,1009.0,9.0,Arizona St.,11.0,64.0,69.1548,121.0,68.4035,131.0,100.983,236.0,107.586,133.0,96.9713,48.0,95.2101,28.0,12.3762,68.0,12.0,105.8,93.8,0.8,34.0,22.0,12.0,64.70588235,47.5,46.4,30.8,33.4,16.9,20.6,29.6,68.2,31.8,70.4,69.2,47.9,43.8,31.4,33.6,13.2,8.2,56.9,53.9,60.5,39.5,60.9,39.1,69.1,77.112,80.955,2.242,48.279,68.9,70.2,1.006,0.968,28.637,1.3,66.0,129.0,30.0,61.0,312.0,22.0,209.0,241.0,87.0,57.0,152.0,315.0,315.0,152.0,121.0,274.0,6.0,317.0,152.0,21.0,126.0,40.0,261.0,246.0,122.0,121.0,245.0,131.0,169.0,70.0,114.0,54.0,288.0,102.0,244.0,46.0,45.0,,,,,,,,,,,
2023,SEC,28.0,57.0,1.0,1008.0,10.0,Arkansas,8.0,16.0,70.1147,73.0,69.6808,54.0,105.743,119.0,112.596,51.0,95.813,35.0,93.9677,16.0,18.6287,20.0,18.7,110.7,92.0,0.894,33.0,20.0,13.0,60.60606061,52.0,46.5,38.8,38.9,18.3,20.4,30.5,71.8,28.2,69.5,70.1,53.8,46.9,31.7,30.6,13.4,6.8,49.6,44.2,71.8,28.2,69.9,30.1,70.4,78.723,80.357,1.415,70.997,69.0,71.4,1.058,0.958,30.654,0.4,20.0,53.0,14.0,19.0,100.0,23.0,28.0,327.0,203.0,64.0,118.0,173.0,173.0,118.0,75.0,47.0,49.0,304.0,26.0,18.0,30.0,206.0,37.0,18.0,347.0,353.0,11.0,58.0,14.0,132.0,330.0,11.0,287.0,163.0,120.0,35.0,26.0,,,,,,,,,,,
2023,SEC,28.0,58.0,2.0,1007.0,12.0,Auburn,9.0,32.0,68.6925,145.0,67.6112,165.0,105.387,131.0,112.689,48.0,97.2563,53.0,95.2408,29.0,17.4484,29.0,17.7,110.9,93.2,0.881,32.0,20.0,12.0,62.5,49.6,45.6,35.5,39.1,18.1,19.3,33.3,68.0,32.0,66.7,68.7,51.0,46.9,31.4,28.8,13.7,8.6,55.0,48.7,64.6,35.4,65.8,34.2,68.4,76.74,81.101,2.195,47.081,70.2,70.5,1.054,0.972,30.519,1.1,23.0,50.0,24.0,23.0,226.0,12.0,67.0,332.0,179.0,110.0,43.0,319.0,319.0,43.0,145.0,149.0,49.0,317.0,5.0,12.0,174.0,75.0,125.0,114.0,251.0,287.0,80.0,162.0,229.0,54.0,130.0,58.0,245.0,124.0,130.0,53.0,29.0,,,,,,,,,,,
2023,B12,7.0,60.0,4.0,1006.0,14.0,Baylor,3.0,32.0,67.8723,185.0,66.551,217.0,113.141,14.0,121.852,2.0,103.675,190.0,101.871,104.0,19.9811,15.0,21.4,120.9,99.5,0.904,32.0,22.0,10.0,68.75,53.1,51.4,37.2,31.4,18.1,19.9,34.7,68.9,31.1,65.3,67.9,50.8,53.3,37.2,32.2,6.8,9.3,56.4,60.4,54.7,45.3,62.2,37.8,67.7,77.08,80.415,1.843,57.276,74.9,70.7,1.132,1.031,36.633,5.3,13.0,2.0,96.0,15.0,54.0,232.0,41.0,188.0,179.0,77.0,18.0,300.0,300.0,18.0,186.0,161.0,315.0,32.0,79.0,291.0,233.0,50.0,354.0,342.0,22.0,164.0,205.0,194.0,176.0,120.0,238.0,34.0,64.0,134.0,14.0,176.0,3.0,,,,,,,,,,,
2023,MWC,20.0,57.0,1.0,1005.0,17.0,Boise St.,10.0,64.0,67.0127,229.0,66.5002,219.0,105.781,118.0,110.969,78.0,95.3921,26.0,93.8352,14.0,17.1342,31.0,15.3,108.2,92.9,0.852,32.0,23.0,9.0,71.875,51.9,47.3,30.7,27.4,16.7,17.7,26.4,76.2,23.8,73.6,67.0,50.7,47.8,36.0,31.0,8.2,9.5,43.0,46.0,62.1,37.9,62.6,37.4,67.3,77.646,79.482,2.119,17.176,73.9,69.3,1.058,0.954,24.425,2.3,39.0,87.0,19.0,35.0,105.0,43.0,215.0,71.0,75.0,204.0,248.0,17.0,17.0,248.0,232.0,166.0,74.0,81.0,33.0,205.0,252.0,350.0,65.0,205.0,163.0,180.0,189.0,220.0,83.0,245.0,145.0,139.0,107.0,63.0,120.0,29.0,71.0,,,,,,,,,,,
2023,Pat,25.0,58.0,2.0,1004.0,36.0,Colgate,15.0,64.0,68.0072,179.0,67.8783,156.0,114.974,7.0,112.963,44.0,101.683,138.0,107.67,231.0,5.29267,114.0,5.9,111.7,105.8,0.651,33.0,25.0,8.0,75.75757576,58.6,51.9,27.6,20.3,14.9,17.6,24.9,75.9,24.1,75.1,68.0,57.1,51.5,40.9,34.9,7.7,8.3,61.5,53.7,65.2,34.8,63.1,36.9,68.4,77.42,81.111,2.225,0.2,66.2,68.6,1.15,1.019,8.434,-3.6,108.0,40.0,234.0,113.0,1.0,264.0,303.0,3.0,16.0,214.0,294.0,22.0,22.0,294.0,181.0,7.0,241.0,1.0,243.0,234.0,137.0,13.0,255.0,102.0,263.0,196.0,172.0,162.0,117.0,52.0,123.0,362.0,332.0,38.0,7.0,140.0,343.0,,,,,,,,,,,
2023,CAA,12.0,60.0,4.0,1003.0,37.0,College of Charleston,12.0,64.0,70.8386,44.0,70.9567,29.0,112.46,17.0,111.378,70.0,94.3072,14.0,99.6171,74.0,11.7607,73.0,11.5,109.2,97.7,0.782,33.0,30.0,3.0,90.90909091,51.5,47.9,32.7,24.7,16.7,19.3,35.1,74.5,25.5,64.9,70.8,52.9,49.1,33.3,30.3,7.8,10.9,49.1,44.8,52.6,47.4,68.0,32.0,71.8,76.909,79.852,2.031,0.2,74.3,68.0,1.126,0.944,8.862,1.7,70.0,69.0,72.0,74.0,131.0,67.0,132.0,22.0,75.0,110.0,17.0,61.0,61.0,17.0,46.0,70.0,138.0,214.0,19.0,231.0,325.0,223.0,44.0,355.0,10.0,333.0,34.0,26.0,205.0,204.0,171.0,362.0,85.0,28.0,17.0,15.0,336.0,,,,,,,,,,,
2023,BE,8.0,57.0,1.0,1002.0,40.0,Connecticut,4.0,1.0,68.5693,154.0,66.6901,210.0,114.228,9.0,119.437,6.0,95.0685,22.0,94.0686,18.0,25.3686,4.0,26.4,118.9,92.5,0.947,33.0,25.0,8.0,75.75757576,53.5,45.5,31.4,38.7,18.9,19.4,39.2,73.8,26.2,60.8,68.6,53.4,45.8,35.7,30.0,12.9,8.3,62.6,41.0,58.0,42.0,69.7,30.3,67.7,78.308,81.025,1.724,62.486,75.4,73.6,1.144,0.949,29.244,4.9,3.0,6.0,15.0,5.0,44.0,11.0,183.0,323.0,240.0,103.0,1.0,81.0,81.0,1.0,154.0,59.0,26.0,93.0,15.0,24.0,137.0,9.0,12.0,302.0,64.0,351.0,14.0,194.0,28.0,62.0,274.0,23.0,49.0,286.0,9.0,22.0,38.0,,,,,,,,,,,
2023,BE,8.0,60.0,4.0,1001.0,43.0,Creighton,6.0,8.0,69.4467,104.0,67.9808,149.0,109.592,47.0,114.621,28.0,97.6468,61.0,93.9665,15.0,20.6545,13.0,21.0,113.8,92.8,0.913,33.0,21.0,12.0,63.63636364,54.3,47.3,28.1,19.8,16.6,14.3,25.5,76.7,23.3,74.5,69.4,54.5,45.6,36.0,34.1,9.5,8.3,57.8,47.1,58.0,42.0,70.2,29.8,68.6,77.87,81.634,1.549,67.359,76.7,72.9,1.095,0.979,32.269,1.9,15.0,23.0,18.0,14.0,27.0,43.0,291.0,2.0,68.0,356.0,272.0,14.0,14.0,272.0,109.0,30.0,22.0,81.0,194.0,132.0,137.0,32.0,86.0,302.0,64.0,355.0,9.0,153.0,61.0,26.0,311.0,17.0,30.0,256.0,50.0,63.0,14.0,,,,,,,,,,,
2023,MVC,19.0,58.0,2.0,1000.0,48.0,Drake,12.0,64.0,66.685,243.0,66.4238,222.0,108.714,65.0,109.84,98.0,94.3924,16.0,97.3312,44.0,12.5086,66.0,11.8,107.9,96.1,0.791,33.0,26.0,7.0,78.78787879,53.1,47.3,28.8,26.7,15.5,17.7,24.3,77.6,22.4,75.7,66.7,51.9,47.5,36.7,31.2,7.1,6.5,49.1,44.0,63.7,36.3,61.6,38.4,67.1,76.357,80.125,2.268,12.076,77.1,69.9,1.084,0.945,12.124,-0.7,68.0,96.0,49.0,67.0,54.0,43.0,268.0,57.0,30.0,204.0,310.0,5.0,5.0,310.0,246.0,98.0,64.0,47.0,40.0,274.0,22.0,223.0,35.0,147.0,220.0,142.0,223.0,225.0,300.0,163.0,102.0,176.0,23.0,87.0,69.0,18.0,254.0,,,,,,,,,,,
2023,ACC,2.0,59.0,3.0,999.0,50.0,Duke,5.0,32.0,65.7055,294.0,65.258,288.0,110.245,38.0,113.242,42.0,96.9333,47.0,94.7531,24.0,18.4885,21.0,18.8,111.9,93.1,0.892,34.0,26.0,8.0,76.47058824,51.1,46.3,30.8,24.1,18.2,16.6,36.2,74.1,25.9,63.8,65.7,51.4,46.7,33.6,30.4,12.0,9.6,56.4,47.9,64.6,35.4,64.9,35.1,65.9,79.085,82.742,0.878,81.592,77.0,76.5,1.1,0.97,26.527,4.5,19.0,38.0,23.0,21.0,160.0,21.0,209.0,16.0,191.0,278.0,8.0,69.0,69.0,8.0,297.0,125.0,42.0,197.0,21.0,46.0,259.0,50.0,102.0,114.0,251.0,256.0,113.0,291.0,2.0,4.0,359.0,5.0,26.0,356.0,39.0,48.0,62.0,,,,,,,,,,,
2023,NEC,21.0,59.0,3.0,998.0,54.0,Fairleigh Dickinson,16.0,32.0,69.2648,112.0,68.7636,110.0,108.88,61.0,106.175,155.0,108.232,297.0,118.425,361.0,-12.2499,312.0,-12.4,104.6,117.0,0.216,32.0,17.0,15.0,53.125,51.5,55.8,27.9,34.8,16.3,21.4,31.4,71.1,28.9,68.6,69.3,51.4,56.1,34.4,36.9,5.7,10.0,51.5,56.4,63.0,37.0,59.9,40.1,69.5,73.373,77.067,1.943,0.2,74.9,75.6,1.088,1.084,5.422,-12.2,316.0,150.0,361.0,307.0,131.0,357.0,295.0,266.0,59.0,35.0,90.0,209.0,209.0,90.0,115.0,125.0,354.0,162.0,329.0,337.0,285.0,149.0,306.0,171.0,197.0,84.0,281.0,109.0,363.0,363.0,198.0,362.0,64.0,343.0,63.0,297.0,362.0,,,,,,,,,,,
2023,CUSA,13.0,59.0,3.0,997.0,56.0,Florida Atlantic,9.0,4.0,68.7232,140.0,68.4356,126.0,112.947,15.0,114.275,32.0,94.37,15.0,96.0455,36.0,18.2298,26.0,17.4,112.2,94.8,0.874,32.0,29.0,3.0,90.625,55.0,45.9,29.5,26.7,16.7,18.3,30.4,75.5,24.5,69.6,68.7,54.3,44.8,37.2,32.0,6.6,7.2,51.0,33.4,56.2,43.8,65.8,34.2,68.9,76.04,79.224,2.036,17.083,71.8,74.9,1.129,0.943,16.095,4.8,25.0,34.0,36.0,25.0,20.0,18.0,243.0,57.0,75.0,165.0,122.0,30.0,30.0,122.0,145.0,32.0,11.0,32.0,69.0,299.0,52.0,165.0,2.0,326.0,39.0,287.0,80.0,139.0,324.0,296.0,168.0,141.0,183.0,331.0,16.0,14.0,138.0,,,,,,,,,,,
2023,SC,27.0,60.0,4.0,996.0,60.0,Furman,13.0,32.0,68.8397,138.0,68.4584,124.0,115.465,6.0,114.2,33.0,102.412,154.0,105.775,183.0,8.42507,89.0,7.8,111.9,104.1,0.697,31.0,24.0,7.0,77.41935484,55.6,50.6,34.7,31.8,15.8,18.4,29.6,72.9,27.1,70.4,68.8,59.1,51.2,34.4,33.1,8.3,8.2,58.5,43.2,53.6,46.4,64.8,35.2,69.1,76.607,79.335,1.893,4.159,73.5,70.8,1.155,1.025,10.319,-2.0,95.0,38.0,194.0,95.0,12.0,184.0,80.0,208.0,40.0,157.0,152.0,117.0,117.0,152.0,138.0,1.0,231.0,162.0,120.0,199.0,126.0,23.0,30.0,351.0,13.0,250.0,120.0,131.0,253.0,272.0,219.0,250.0,123.0,140.0,5.0,159.0,295.0,,,,,,,,,,,
2023,WCC,33.0,57.0,1.0,995.0,68.0,Gonzaga,3.0,8.0,71.5446,34.0,70.0663,44.0,120.383,2.0,124.004,1.0,102.978,171.0,99.6937,76.0,24.3101,8.0,24.0,122.6,98.6,0.925,32.0,27.0,5.0,84.375,58.5,51.7,34.2,26.7,14.6,18.8,31.1,74.0,26.0,68.9,71.5,59.0,51.2,38.4,35.0,9.0,5.6,50.7,45.3,67.2,32.8,60.6,39.4,70.7,78.071,80.985,2.291,76.992,70.2,73.5,1.205,1.029,26.846,6.8,8.0,1.0,85.0,10.0,2.0,247.0,95.0,57.0,11.0,127.0,98.0,71.0,71.0,98.0,36.0,2.0,231.0,13.0,251.0,152.0,5.0,174.0,54.0,62.0,303.0,109.0,260.0,45.0,49.0,65.0,96.0,7.0,245.0,282.0,1.0,172.0,60.0,,,,,,,,,,,
2023,WAC,32.0,57.0,1.0,994.0,69.0,Grand Canyon,14.0,64.0,65.9325,281.0,65.1541,293.0,108.542,67.0,112.317,54.0,103.639,188.0,106.325,198.0,5.99141,109.0,5.3,109.8,104.5,0.639,32.0,21.0,11.0,65.625,52.9,47.2,37.8,33.2,18.4,15.0,30.5,69.7,30.3,69.5,65.9,50.5,46.8,37.6,32.0,8.0,8.1,47.1,43.1,59.2,40.8,67.2,32.8,65.7,77.147,79.458,2.289,20.262,71.5,70.0,1.088,1.033,14.646,-3.7,116.0,65.0,202.0,117.0,63.0,39.0,35.0,232.0,210.0,340.0,118.0,269.0,269.0,118.0,287.0,179.0,46.0,23.0,69.0,217.0,112.0,272.0,29.0,280.0,85.0,321.0,43.0,301.0,161.0,251.0,97.0,121.0,200.0,90.0,63.0,181.0,164.0,,,,,,,,,,,
2023,Amer,4.0,58.0,2.0,993.0,76.0,Houston,1.0,16.0,64.7857,327.0,63.3299,343.0,116.021,4.0,118.387,11.0,87.4193,1.0,89.5678,4.0,28.8196,1.0,29.1,117.1,88.0,0.964,34.0,31.0,3.0,91.17647059,52.7,42.5,28.5,35.8,15.3,22.0,37.1,72.6,27.4,62.9,64.8,53.2,43.1,34.5,27.8,16.4,6.6,53.8,53.6,62.2,37.8,56.3,43.7,64.0,76.743,79.511,1.611,68.424,71.9,69.0,1.158,0.872,23.376,8.1,1.0,12.0,3.0,1.0,70.0,3.0,274.0,287.0,28.0,23.0,4.0,136.0,136.0,4.0,328.0,64.0,4.0,156.0,2.0,1.0,24.0,98.0,253.0,200.0,168.0,23.0,341.0,343.0,228.0,244.0,296.0,15.0,176.0,49.0,4.0,1.0,81.0,,,,,,,,,,,
2023,MEAC,18.0,57.0,1.0,992.0,77.0,Howard,16.0,64.0,71.0452,38.0,68.9681,99.0,103.037,176.0,103.701,204.0,101.975,141.0,106.914,212.0,-3.21361,215.0,-4.8,100.9,105.7,0.37,31.0,19.0,12.0,61.29032258,52.0,50.6,32.8,34.6,22.8,20.7,33.8,68.4,31.6,66.2,71.0,49.9,50.8,37.2,33.6,8.2,8.7,54.7,47.0,63.9,36.1,62.9,37.1,69.7,76.881,80.646,1.589,10.987,71.6,69.3,1.033,1.018,9.971,-7.3,230.0,229.0,229.0,231.0,100.0,184.0,131.0,263.0,356.0,56.0,31.0,310.0,310.0,31.0,41.0,204.0,209.0,32.0,152.0,205.0,182.0,79.0,85.0,139.0,231.0,189.0,178.0,96.0,210.0,92.0,300.0,186.0,194.0,63.0,172.0,139.0,306.0,,,,,,,,,,,
2023,B10,6.0,57.0,1.0,991.0,78.0,Illinois,9.0,64.0,69.2852,111.0,69.3873,71.0,106.287,104.0,112.167,58.0,96.0045,36.0,95.6864,32.0,16.4805,33.0,14.6,109.0,94.4,0.839,32.0,20.0,12.0,62.5,51.6,46.9,33.8,29.6,18.2,18.6,32.3,73.2,26.8,67.7,69.3,55.3,45.3,30.9,33.6,14.0,8.1,46.6,44.7,58.1,41.9,69.1,30.9,70.5,78.733,81.368,1.41,80.461,68.0,70.2,1.065,0.955,30.112,0.9,44.0,72.0,34.0,43.0,122.0,30.0,103.0,139.0,191.0,142.0,61.0,106.0,106.0,61.0,115.0,17.0,16.0,334.0,152.0,7.0,112.0,293.0,41.0,299.0,66.0,342.0,22.0,54.0,13.0,36.0,332.0,6.0,308.0,102.0,99.0,32.0,31.0,,,,,,,,,,,
2023,B10,6.0,58.0,2.0,990.0,79.0,Indiana,4.0,32.0,68.4707,158.0,68.1266,142.0,108.931,60.0,114.651,27.0,99.6621,91.0,97.2921,43.0,17.3586,30.0,16.7,112.5,95.8,0.864,33.0,22.0,11.0,66.66666667,53.8,47.3,30.1,30.6,16.9,16.3,28.0,72.1,27.9,72.0,68.5,53.2,45.7,37.0,33.2,13.5,7.3,54.2,48.1,73.7,26.3,61.8,38.2,68.9,78.592,80.407,1.806,83.728,71.2,70.5,1.092,0.996,33.014,3.4,30.0,32.0,43.0,31.0,38.0,43.0,222.0,166.0,87.0,296.0,202.0,159.0,159.0,202.0,157.0,64.0,24.0,35.0,131.0,17.0,57.0,88.0,106.0,9.0,355.0,149.0,217.0,139.0,19.0,121.0,251.0,3.0,208.0,124.0,54.0,91.0,11.0,,,,,,,,,,,
2023,MAAC,16.0,57.0,1.0,989.0,81.0,Iona,13.0,64.0,68.9173,133.0,68.8987,102.0,110.689,35.0,110.856,79.0,94.0259,12.0,99.1448,67.0,11.7114,74.0,11.8,108.8,97.0,0.789,34.0,27.0,7.0,79.41176471,51.8,45.9,29.0,31.2,15.3,20.9,32.0,69.5,30.5,68.0,68.8,50.8,47.0,36.0,29.2,14.8,6.5,53.4,50.6,67.9,32.1,65.5,34.5,69.5,77.502,81.441,1.854,4.177,73.1,70.2,1.105,0.941,9.85,-1.6,68.0,74.0,63.0,69.0,109.0,18.0,262.0,183.0,28.0,52.0,71.0,281.0,281.0,71.0,138.0,161.0,51.0,81.0,8.0,4.0,22.0,107.0,173.0,51.0,313.0,281.0,89.0,109.0,104.0,33.0,232.0,248.0,133.0,102.0,35.0,12.0,312.0,,,,,,,,,,,
2023,B10,6.0,58.0,2.0,988.0,82.0,Iowa,8.0,64.0,69.5921,99.0,69.5377,66.0,113.509,10.0,120.475,3.0,105.692,243.0,104.873,167.0,15.6021,37.0,16.2,118.9,102.7,0.844,32.0,19.0,13.0,59.375,51.9,53.3,32.6,23.4,14.1,18.5,32.2,72.4,27.6,67.8,69.6,52.1,52.6,34.3,36.6,8.5,8.8,58.1,50.9,62.6,37.4,67.8,32.2,70.4,78.356,80.612,2.022,48.548,73.9,74.4,1.139,1.057,30.692,0.3,33.0,6.0,162.0,37.0,105.0,310.0,133.0,12.0,8.0,149.0,66.0,147.0,147.0,66.0,101.0,92.0,300.0,166.0,318.0,186.0,194.0,28.0,181.0,183.0,184.0,329.0,36.0,58.0,27.0,96.0,174.0,53.0,107.0,310.0,10.0,246.0,25.0,,,,,,,,,,,
2023,B12,7.0,58.0,2.0,987.0,83.0,Iowa St.,6.0,64.0,65.8211,290.0,64.3155,326.0,103.094,174.0,109.884,96.0,94.8508,21.0,91.5493,8.0,18.3345,23.0,18.2,108.2,90.0,0.893,32.0,19.0,13.0,59.375,50.7,50.1,27.8,40.0,19.8,25.1,33.9,73.4,26.6,66.1,65.8,50.7,49.6,33.9,33.8,11.2,7.7,54.9,57.5,66.2,33.8,53.2,46.8,64.9,77.276,80.547,2.387,35.584,67.4,71.9,1.031,0.946,37.116,2.4,22.0,87.0,7.0,20.0,180.0,153.0,297.0,338.0,289.0,2.0,26.0,95.0,95.0,26.0,292.0,166.0,161.0,180.0,167.0,72.0,85.0,76.0,320.0,80.0,284.0,9.0,355.0,326.0,142.0,102.0,73.0,88.0,318.0,195.0,178.0,19.0,2.0,,,,,,,,,,,
2023,B12,7.0,57.0,1.0,986.0,86.0,Kansas,1.0,32.0,70.0971,74.0,69.2715,79.0,106.078,109.0,114.61,29.0,96.3488,40.0,91.4741,7.0,23.1356,9.0,21.4,112.9,91.5,0.918,34.0,27.0,7.0,79.41176471,52.4,47.1,29.8,31.2,17.5,20.2,28.4,71.7,28.3,71.6,70.1,52.9,47.2,34.4,31.2,10.0,7.3,59.5,46.2,65.9,34.1,64.9,35.1,69.9,77.453,80.189,1.524,69.643,71.7,72.3,1.062,0.963,38.229,10.1,13.0,29.0,11.0,13.0,82.0,35.0,233.0,183.0,134.0,71.0,189.0,179.0,179.0,189.0,75.0,70.0,57.0,162.0,40.0,111.0,57.0,15.0,70.0,87.0,278.0,256.0,113.0,86.0,115.0,153.0,313.0,14.0,186.0,222.0,112.0,40.0,1.0,,,,,,,,,,,
2023,B12,7.0,59.0,3.0,985.0,87.0,Kansas St.,3.0,8.0,70.7287,48.0,70.2112,40.0,104.952,139.0,112.516,52.0,95.7969,34.0,94.2021,19.0,18.3143,24.0,17.2,110.3,93.1,0.875,32.0,23.0,9.0,71.875,51.5,47.5,37.0,36.7,20.0,20.7,31.1,70.8,29.2,68.9,70.7,51.8,48.8,34.0,30.1,7.7,10.6,64.0,56.0,63.7,36.3,63.2,36.8,70.7,76.284,80.893,2.51,48.155,75.0,69.2,1.051,0.961,30.879,4.3,26.0,60.0,23.0,24.0,131.0,48.0,46.0,298.0,303.0,56.0,98.0,222.0,222.0,98.0,53.0,106.0,113.0,176.0,17.0,234.0,313.0,6.0,298.0,147.0,220.0,202.0,167.0,45.0,310.0,76.0,34.0,56.0,59.0,55.0,138.0,37.0,24.0,,,,,,,,,,,
2023,ASun,5.0,58.0,2.0,984.0,88.0,Kennesaw St.,14.0,64.0,69.1918,118.0,68.5425,118.0,105.334,134.0,106.304,153.0,101.312,130.0,102.661,116.0,3.64263,127.0,4.5,105.0,100.5,0.623,31.0,23.0,8.0,74.19354839,52.9,51.2,36.5,36.2,17.9,19.6,27.5,74.2,25.8,72.5,69.2,51.3,50.5,37.1,34.8,7.8,8.4,54.2,47.0,62.1,37.9,60.7,39.3,69.3,75.889,78.654,2.375,21.424,66.3,69.2,1.054,1.012,14.413,-1.4,122.0,139.0,114.0,121.0,63.0,219.0,56.0,291.0,159.0,94.0,215.0,65.0,65.0,215.0,121.0,131.0,195.0,33.0,233.0,231.0,145.0,88.0,85.0,205.0,163.0,112.0,254.0,118.0,335.0,333.0,75.0,117.0,331.0,55.0,130.0,129.0,172.0,,,,,,,,,,,
2023,MAC,17.0,58.0,2.0,983.0,89.0,Kent St.,13.0,64.0,69.3536,109.0,68.0538,144.0,108.778,64.0,108.347,110.0,95.6199,32.0,96.4498,38.0,11.8972,71.0,11.0,106.1,95.1,0.779,32.0,26.0,6.0,81.25,51.3,47.2,32.0,38.8,16.3,22.6,30.9,69.8,30.2,69.1,69.3,52.2,47.8,33.2,30.9,12.5,7.4,45.0,50.8,61.4,38.6,59.3,40.7,68.8,75.69,79.236,2.393,0.364,72.3,72.4,1.088,0.953,14.799,0.9,76.0,124.0,40.0,75.0,143.0,39.0,164.0,325.0,59.0,20.0,104.0,263.0,263.0,104.0,115.0,88.0,74.0,218.0,30.0,34.0,65.0,324.0,178.0,224.0,142.0,71.0,294.0,147.0,343.0,292.0,67.0,295.0,161.0,229.0,63.0,28.0,158.0,,,,,,,,,,,
2023,SEC,28.0,59.0,3.0,982.0,90.0,Kentucky,6.0,32.0,66.8388,236.0,66.0118,251.0,111.767,24.0,117.41,14.0,101.192,125.0,99.6115,71.0,17.7987,28.0,16.9,114.7,97.8,0.862,32.0,21.0,11.0,65.625,51.2,48.8,32.5,29.9,17.3,16.8,38.7,74.5,25.5,61.3,66.8,50.4,48.3,35.4,33.1,10.2,5.2,55.7,47.8,69.9,30.1,64.8,35.2,66.7,77.638,80.832,1.982,61.864,70.3,74.4,1.115,1.01,29.746,1.6,29.0,19.0,75.0,33.0,152.0,95.0,138.0,147.0,115.0,261.0,2.0,61.0,61.0,2.0,239.0,186.0,89.0,104.0,120.0,99.0,2.0,61.0,100.0,35.0,330.0,250.0,120.0,255.0,85.0,78.0,185.0,24.0,240.0,310.0,25.0,122.0,34.0,,,,,,,,,,,
